Accident year,Accident severity,Region,Ons code,Speed limit,Light condition,Weather condition,Road surface,Accidents
2018,Serious,Yorkshire and the Humber,E12000003,61-70 mph,Daylight,Raining no high winds,Wet or damp,1
2018,Serious,Yorkshire and the Humber,E12000003,61-70 mph,Daylight,Snowing no high winds,Wet or damp,1
2018,Serious,Yorkshire and the Humber,E12000003,61-70 mph,Darkness - lights lit,Fine no high winds,Wet or damp,2
2018,Serious,Yorkshire and the Humber,E12000003,61-70 mph,Darkness - no lighting,Fine no high winds,Dry,5
2018,Serious,Yorkshire and the Humber,E12000003,61-70 mph,Darkness - no lighting,Fine no high winds,Wet or damp,2
2018,Serious,Yorkshire and the Humber,E12000003,61-70 mph,Darkness - no lighting,Raining no high winds,Wet or damp,2
2018,Serious,Yorkshire and the Humber,E12000003,61-70 mph,Darkness - no lighting,Fog or mist,Wet or damp,1
2018,Serious,Yorkshire and the Humber,E12000003,Motorway,Daylight,Fine no high winds,Dry,38
2018,Serious,Yorkshire and the Humber,E12000003,Motorway,Daylight,Fine no high winds,Wet or damp,6
2018,Serious,Yorkshire and the Humber,E12000003,Motorway,Daylight,Raining no high winds,Wet or damp,5
2018,Serious,Yorkshire and the Humber,E12000003,Motorway,Daylight,Fine + high winds,Wet or damp,1
2018,Serious,Yorkshire and the Humber,E12000003,Motorway,Daylight,Raining + high winds,Wet or damp,2
2018,Serious,Yorkshire and the Humber,E12000003,Motorway,Daylight,Fog or mist,Wet or damp,1
2018,Serious,Yorkshire and the Humber,E12000003,Motorway,Daylight,Other,Wet or damp,1
2018,Serious,Yorkshire and the Humber,E12000003,Motorway,Darkness - lights lit,Fine no high winds,Dry,5
2018,Serious,Yorkshire and the Humber,E12000003,Motorway,Darkness - lights lit,Raining no high winds,Wet or damp,5
2018,Serious,Yorkshire and the Humber,E12000003,Motorway,Darkness - no lighting,Fine no high winds,Dry,8
2018,Serious,Yorkshire and the Humber,E12000003,Motorway,Darkness - no lighting,Fine no high winds,Wet or damp,4
2018,Serious,Yorkshire and the Humber,E12000003,Motorway,Darkness - no lighting,Raining no high winds,Wet or damp,2
2018,Serious,Yorkshire and the Humber,E12000003,Motorway,Darkness - no lighting,Raining + high winds,Wet or damp,1
2018,Serious,Yorkshire and the Humber,E12000003,Motorway,Darkness - no lighting,Snowing + high winds,Snow,1
2018,Serious,Yorkshire and the Humber,E12000003,Motorway,Darkness - no lighting,Other,Wet or damp,1
2018,Serious,Yorkshire and the Humber,E12000003,Motorway,Darkness - lighting unknown,Fine no high winds,Dry,1
2018,Serious,East Midlands,E12000004,1-20 mph,Daylight,Unknown,Dry,1
2018,Serious,East Midlands,E12000004,1-20 mph,Daylight,Fine no high winds,Dry,7
2018,Serious,East Midlands,E12000004,1-20 mph,Daylight,Fine no high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,1-20 mph,Daylight,Raining no high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,1-20 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Serious,East Midlands,E12000004,1-20 mph,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,21-30 mph,Daylight,Unknown,Unknown,2
2018,Serious,East Midlands,E12000004,21-30 mph,Daylight,Unknown,Dry,37
2018,Serious,East Midlands,E12000004,21-30 mph,Daylight,Fine no high winds,Unknown,1
2018,Serious,East Midlands,E12000004,21-30 mph,Daylight,Fine no high winds,Dry,430
2018,Serious,East Midlands,E12000004,21-30 mph,Daylight,Fine no high winds,Wet or damp,42
2018,Serious,East Midlands,E12000004,21-30 mph,Daylight,Raining no high winds,Wet or damp,35
2018,Serious,East Midlands,E12000004,21-30 mph,Daylight,Snowing no high winds,Wet or damp,3
2018,Serious,East Midlands,E12000004,21-30 mph,Daylight,Snowing no high winds,Snow,1
2018,Serious,East Midlands,E12000004,21-30 mph,Daylight,Snowing no high winds,Frost or ice,1
2018,Serious,East Midlands,E12000004,21-30 mph,Daylight,Fine + high winds,Dry,1
2018,Serious,East Midlands,E12000004,21-30 mph,Daylight,Raining + high winds,Wet or damp,3
2018,Serious,East Midlands,E12000004,21-30 mph,Daylight,Fog or mist,Wet or damp,2
2018,Serious,East Midlands,E12000004,21-30 mph,Daylight,Other,Dry,1
2018,Serious,East Midlands,E12000004,21-30 mph,Daylight,Other,Wet or damp,6
2018,Serious,East Midlands,E12000004,21-30 mph,Daylight,Other,Snow,1
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Unknown,Unknown,3
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Unknown,Dry,5
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Unknown,Wet or damp,2
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Fine no high winds,Unknown,1
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Fine no high winds,Dry,111
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Fine no high winds,Wet or damp,42
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Raining no high winds,Wet or damp,28
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Snowing no high winds,Snow,1
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Fine + high winds,Dry,3
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Fine + high winds,Wet or damp,3
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Raining + high winds,Wet or damp,2
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Other,Dry,1
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Other,Wet or damp,4
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Other,Snow,1
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Other,Frost or ice,1
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lights unlit,Fine no high winds,Dry,3
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lights unlit,Raining no high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - no lighting,Fine no high winds,Dry,8
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - no lighting,Fine no high winds,Wet or damp,2
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - no lighting,Raining no high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - no lighting,Other,Dry,1
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lighting unknown,Unknown,Dry,1
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lighting unknown,Fine no high winds,Dry,20
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lighting unknown,Fine no high winds,Wet or damp,3
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lighting unknown,Raining no high winds,Wet or damp,2
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lighting unknown,Other,Wet or damp,2
2018,Serious,East Midlands,E12000004,21-30 mph,Darkness - lighting unknown,Other,Frost or ice,1
2018,Serious,East Midlands,E12000004,31-40 mph,Daylight,Unknown,Dry,8
2018,Serious,East Midlands,E12000004,31-40 mph,Daylight,Fine no high winds,Dry,72
2018,Serious,East Midlands,E12000004,31-40 mph,Daylight,Fine no high winds,Wet or damp,8
2018,Serious,East Midlands,E12000004,31-40 mph,Daylight,Fine no high winds,Frost or ice,1
2018,Serious,East Midlands,E12000004,31-40 mph,Daylight,Raining no high winds,Wet or damp,7
2018,Serious,East Midlands,E12000004,31-40 mph,Daylight,Snowing no high winds,Frost or ice,1
2018,Serious,East Midlands,E12000004,31-40 mph,Daylight,Other,Wet or damp,2
2018,Serious,East Midlands,E12000004,31-40 mph,Darkness - lights lit,Fine no high winds,Dry,18
2018,Serious,East Midlands,E12000004,31-40 mph,Darkness - lights lit,Fine no high winds,Wet or damp,10
2018,Serious,East Midlands,E12000004,31-40 mph,Darkness - lights lit,Raining no high winds,Wet or damp,3
2018,Serious,East Midlands,E12000004,31-40 mph,Darkness - lights lit,Raining + high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,31-40 mph,Darkness - lights lit,Other,Wet or damp,2
2018,Serious,East Midlands,E12000004,31-40 mph,Darkness - no lighting,Fine no high winds,Dry,4
2018,Serious,East Midlands,E12000004,31-40 mph,Darkness - no lighting,Fine no high winds,Wet or damp,5
2018,Serious,East Midlands,E12000004,31-40 mph,Darkness - no lighting,Raining no high winds,Wet or damp,2
2018,Serious,East Midlands,E12000004,31-40 mph,Darkness - lighting unknown,Unknown,Dry,1
2018,Serious,East Midlands,E12000004,31-40 mph,Darkness - lighting unknown,Fine no high winds,Dry,5
2018,Serious,East Midlands,E12000004,31-40 mph,Darkness - lighting unknown,Raining no high winds,Wet or damp,2
2018,Serious,East Midlands,E12000004,41-50 mph,Daylight,Unknown,Dry,10
2018,Serious,East Midlands,E12000004,41-50 mph,Daylight,Fine no high winds,Dry,56
2018,Serious,East Midlands,E12000004,41-50 mph,Daylight,Fine no high winds,Wet or damp,8
2018,Serious,East Midlands,E12000004,41-50 mph,Daylight,Fine no high winds,Frost or ice,2
2018,Serious,East Midlands,E12000004,41-50 mph,Daylight,Raining no high winds,Wet or damp,5
2018,Serious,East Midlands,E12000004,41-50 mph,Daylight,Raining + high winds,Wet or damp,2
2018,Serious,East Midlands,E12000004,41-50 mph,Darkness - lights lit,Fine no high winds,Wet or damp,2
2018,Serious,East Midlands,E12000004,41-50 mph,Darkness - lights unlit,Fine no high winds,Dry,2
2018,Serious,East Midlands,E12000004,41-50 mph,Darkness - lights unlit,Fine no high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,41-50 mph,Darkness - no lighting,Fine no high winds,Dry,6
2018,Serious,East Midlands,E12000004,41-50 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,41-50 mph,Darkness - no lighting,Fine no high winds,Frost or ice,1
2018,Serious,East Midlands,E12000004,41-50 mph,Darkness - no lighting,Raining no high winds,Wet or damp,4
2018,Serious,East Midlands,E12000004,41-50 mph,Darkness - no lighting,Raining no high winds,Flood over 3cm. deep,1
2018,Serious,East Midlands,E12000004,41-50 mph,Darkness - no lighting,Snowing + high winds,Snow,1
2018,Serious,East Midlands,E12000004,41-50 mph,Darkness - lighting unknown,Unknown,Dry,2
2018,Serious,East Midlands,E12000004,41-50 mph,Darkness - lighting unknown,Fine no high winds,Dry,2
2018,Serious,East Midlands,E12000004,41-50 mph,Darkness - lighting unknown,Raining + high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Unknown,Dry,9
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Unknown,Wet or damp,1
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Unknown,Frost or ice,1
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Fine no high winds,Unknown,1
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Fine no high winds,Dry,212
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Fine no high winds,Wet or damp,35
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Fine no high winds,Frost or ice,2
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Raining no high winds,Wet or damp,17
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Raining no high winds,Flood over 3cm. deep,1
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Snowing no high winds,Snow,4
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Snowing no high winds,Frost or ice,1
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Fine + high winds,Dry,3
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Raining + high winds,Wet or damp,2
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Snowing + high winds,Snow,1
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Fog or mist,Wet or damp,3
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Fog or mist,Frost or ice,1
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Other,Dry,1
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Other,Wet or damp,3
2018,Serious,East Midlands,E12000004,51-60 mph,Daylight,Other,Frost or ice,1
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - lights lit,Fine no high winds,Dry,9
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - lights lit,Fine no high winds,Wet or damp,2
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - lights lit,Raining no high winds,Wet or damp,2
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - lights lit,Raining + high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - lights lit,Other,Frost or ice,1
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - lights unlit,Fine no high winds,Dry,2
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - lights unlit,Snowing no high winds,Snow,1
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Fine no high winds,Dry,43
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Fine no high winds,Wet or damp,24
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Fine no high winds,Frost or ice,5
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Raining no high winds,Wet or damp,10
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Snowing no high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Snowing no high winds,Snow,1
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Fine + high winds,Dry,2
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Raining + high winds,Wet or damp,3
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Snowing + high winds,Snow,1
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Fog or mist,Wet or damp,5
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Other,Wet or damp,4
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Other,Frost or ice,2
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - lighting unknown,Unknown,Dry,2
2018,Serious,East Midlands,E12000004,51-60 mph,Darkness - lighting unknown,Fine no high winds,Dry,7
2018,Serious,East Midlands,E12000004,61-70 mph,Daylight,Fine no high winds,Dry,34
2018,Serious,East Midlands,E12000004,61-70 mph,Daylight,Fine no high winds,Wet or damp,2
2018,Serious,East Midlands,E12000004,61-70 mph,Daylight,Raining no high winds,Wet or damp,6
2018,Serious,East Midlands,E12000004,61-70 mph,Daylight,Snowing no high winds,Snow,1
2018,Serious,East Midlands,E12000004,61-70 mph,Daylight,Fine + high winds,Dry,2
2018,Serious,East Midlands,E12000004,61-70 mph,Daylight,Snowing + high winds,Snow,1
2018,Serious,East Midlands,E12000004,61-70 mph,Daylight,Snowing + high winds,Frost or ice,1
2018,Serious,East Midlands,E12000004,61-70 mph,Daylight,Other,Wet or damp,1
2018,Serious,East Midlands,E12000004,61-70 mph,Darkness - lights lit,Fine no high winds,Dry,6
2018,Serious,East Midlands,E12000004,61-70 mph,Darkness - lights lit,Fine no high winds,Frost or ice,1
2018,Serious,East Midlands,E12000004,61-70 mph,Darkness - lights lit,Raining no high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,61-70 mph,Darkness - lights lit,Raining no high winds,Frost or ice,1
2018,Serious,East Midlands,E12000004,61-70 mph,Darkness - lights lit,Other,Dry,1
2018,Serious,East Midlands,E12000004,61-70 mph,Darkness - lights unlit,Raining no high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,61-70 mph,Darkness - no lighting,Fine no high winds,Dry,11
2018,Serious,East Midlands,E12000004,61-70 mph,Darkness - no lighting,Fine no high winds,Wet or damp,3
2018,Serious,East Midlands,E12000004,61-70 mph,Darkness - no lighting,Raining no high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,61-70 mph,Darkness - no lighting,Fog or mist,Wet or damp,1
2018,Serious,East Midlands,E12000004,61-70 mph,Darkness - no lighting,Other,Wet or damp,1
2018,Serious,East Midlands,E12000004,61-70 mph,Darkness - lighting unknown,Fine no high winds,Dry,2
2018,Serious,East Midlands,E12000004,61-70 mph,Darkness - lighting unknown,Fine no high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,Motorway,Daylight,Fine no high winds,Dry,13
2018,Serious,East Midlands,E12000004,Motorway,Daylight,Raining + high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,Motorway,Darkness - lights lit,Fine no high winds,Dry,3
2018,Serious,East Midlands,E12000004,Motorway,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,Motorway,Darkness - lights lit,Other,Wet or damp,1
2018,Serious,East Midlands,E12000004,Motorway,Darkness - no lighting,Fine no high winds,Dry,2
2018,Serious,East Midlands,E12000004,Motorway,Darkness - no lighting,Raining no high winds,Wet or damp,1
2018,Serious,East Midlands,E12000004,Motorway,Darkness - no lighting,Snowing + high winds,Snow,1
2018,Serious,West Midlands,E12000005,1-20 mph,Daylight,Unknown,Dry,1
2018,Serious,West Midlands,E12000005,1-20 mph,Daylight,Fine no high winds,Dry,17
2018,Serious,West Midlands,E12000005,1-20 mph,Daylight,Fine no high winds,Wet or damp,1
2018,Serious,West Midlands,E12000005,1-20 mph,Daylight,Raining no high winds,Wet or damp,1
2018,Serious,West Midlands,E12000005,1-20 mph,Darkness - lights lit,Fine no high winds,Dry,7
2018,Serious,West Midlands,E12000005,1-20 mph,Darkness - lights lit,Fine no high winds,Frost or ice,1
2018,Serious,West Midlands,E12000005,1-20 mph,Darkness - lights lit,Raining no high winds,Wet or damp,2
2018,Serious,West Midlands,E12000005,1-20 mph,Darkness - lights lit,Raining + high winds,Wet or damp,1
2018,Serious,West Midlands,E12000005,1-20 mph,Darkness - lighting unknown,Unknown,Dry,1
2018,Serious,West Midlands,E12000005,21-30 mph,Daylight,Unknown,Dry,21
2018,Serious,West Midlands,E12000005,21-30 mph,Daylight,Unknown,Frost or ice,1
2018,Serious,West Midlands,E12000005,21-30 mph,Daylight,Fine no high winds,Dry,614
2018,Serious,West Midlands,E12000005,21-30 mph,Daylight,Fine no high winds,Wet or damp,70
2018,Serious,West Midlands,E12000005,21-30 mph,Daylight,Raining no high winds,Wet or damp,34
2018,Serious,West Midlands,E12000005,21-30 mph,Daylight,Snowing no high winds,Snow,1
2018,Serious,West Midlands,E12000005,21-30 mph,Daylight,Snowing no high winds,Frost or ice,1
2018,Serious,West Midlands,E12000005,21-30 mph,Daylight,Fine + high winds,Dry,6
2018,Serious,West Midlands,E12000005,21-30 mph,Daylight,Fine + high winds,Wet or damp,1
2018,Serious,West Midlands,E12000005,21-30 mph,Daylight,Raining + high winds,Wet or damp,4
2018,Serious,West Midlands,E12000005,21-30 mph,Daylight,Snowing + high winds,Snow,2
2018,Serious,West Midlands,E12000005,21-30 mph,Daylight,Fog or mist,Dry,1
2018,Serious,West Midlands,E12000005,21-30 mph,Daylight,Other,Dry,4
2018,Serious,West Midlands,E12000005,21-30 mph,Daylight,Other,Wet or damp,1
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Unknown,Dry,9
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Unknown,Wet or damp,3
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Unknown,Frost or ice,1
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Fine no high winds,Dry,194
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Fine no high winds,Wet or damp,66
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Fine no high winds,Frost or ice,2
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Raining no high winds,Wet or damp,52
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Snowing no high winds,Snow,4
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Fine + high winds,Dry,2
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Raining + high winds,Unknown,1
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Raining + high winds,Wet or damp,6
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Snowing + high winds,Snow,1
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Snowing + high winds,Frost or ice,1
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Fog or mist,Wet or damp,2
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Other,Dry,3
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Other,Wet or damp,6
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights unlit,Fine no high winds,Dry,3
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights unlit,Fine no high winds,Wet or damp,2
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lights unlit,Raining + high winds,Wet or damp,1
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - no lighting,Fine no high winds,Dry,5
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - no lighting,Fine no high winds,Wet or damp,7
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - no lighting,Fine no high winds,Frost or ice,1
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - no lighting,Raining no high winds,Wet or damp,2
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - no lighting,Other,Wet or damp,1
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - no lighting,Other,Frost or ice,1
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lighting unknown,Unknown,Dry,3
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lighting unknown,Unknown,Wet or damp,1
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lighting unknown,Fine no high winds,Dry,9
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lighting unknown,Fine no high winds,Wet or damp,1
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lighting unknown,Raining no high winds,Wet or damp,1
2018,Serious,West Midlands,E12000005,21-30 mph,Darkness - lighting unknown,Raining + high winds,Wet or damp,1
2018,Serious,West Midlands,E12000005,31-40 mph,Daylight,Unknown,Dry,1
2018,Serious,West Midlands,E12000005,31-40 mph,Daylight,Fine no high winds,Dry,85
2018,Serious,West Midlands,E12000005,31-40 mph,Daylight,Fine no high winds,Wet or damp,7
2018,Serious,West Midlands,E12000005,31-40 mph,Daylight,Raining no high winds,Dry,1
2018,Serious,West Midlands,E12000005,31-40 mph,Daylight,Raining no high winds,Wet or damp,2
2018,Serious,West Midlands,E12000005,31-40 mph,Daylight,Fine + high winds,Wet or damp,1
2018,Serious,West Midlands,E12000005,31-40 mph,Daylight,Fog or mist,Wet or damp,2
2018,Serious,West Midlands,E12000005,31-40 mph,Darkness - lights lit,Unknown,Dry,2
2018,Serious,West Midlands,E12000005,31-40 mph,Darkness - lights lit,Fine no high winds,Dry,25
2018,Serious,West Midlands,E12000005,31-40 mph,Darkness - lights lit,Fine no high winds,Wet or damp,10
2018,Serious,West Midlands,E12000005,31-40 mph,Darkness - lights lit,Fine no high winds,Frost or ice,1
2018,Serious,West Midlands,E12000005,31-40 mph,Darkness - lights lit,Raining no high winds,Wet or damp,8
2018,Serious,West Midlands,E12000005,31-40 mph,Darkness - lights lit,Other,Wet or damp,1
2018,Serious,West Midlands,E12000005,31-40 mph,Darkness - no lighting,Fine no high winds,Dry,4
2018,Serious,West Midlands,E12000005,31-40 mph,Darkness - no lighting,Fine no high winds,Wet or damp,3
2018,Serious,West Midlands,E12000005,31-40 mph,Darkness - no lighting,Fog or mist,Dry,2
2018,Serious,West Midlands,E12000005,31-40 mph,Darkness - no lighting,Fog or mist,Wet or damp,2
2018,Serious,West Midlands,E12000005,31-40 mph,Darkness - no lighting,Other,Wet or damp,1
2018,Serious,West Midlands,E12000005,31-40 mph,Darkness - lighting unknown,Fine no high winds,Dry,1
2018,Serious,West Midlands,E12000005,41-50 mph,Daylight,Fine no high winds,Dry,65
2018,Serious,West Midlands,E12000005,41-50 mph,Daylight,Fine no high winds,Wet or damp,6
2018,Serious,West Midlands,E12000005,41-50 mph,Daylight,Raining no high winds,Wet or damp,2
2018,Serious,West Midlands,E12000005,41-50 mph,Daylight,Fine + high winds,Wet or damp,1
2018,Serious,West Midlands,E12000005,41-50 mph,Daylight,Raining + high winds,Flood over 3cm. deep,1
2018,Serious,West Midlands,E12000005,41-50 mph,Daylight,Snowing + high winds,Snow,1
2018,Serious,West Midlands,E12000005,41-50 mph,Darkness - lights lit,Fine no high winds,Dry,4
2018,Serious,West Midlands,E12000005,41-50 mph,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Serious,West Midlands,E12000005,41-50 mph,Darkness - lights lit,Raining no high winds,Wet or damp,1
2018,Serious,West Midlands,E12000005,41-50 mph,Darkness - no lighting,Fine no high winds,Dry,10
2018,Serious,West Midlands,E12000005,41-50 mph,Darkness - no lighting,Fine no high winds,Wet or damp,5
2018,Serious,West Midlands,E12000005,41-50 mph,Darkness - no lighting,Raining no high winds,Wet or damp,3
2018,Serious,West Midlands,E12000005,41-50 mph,Darkness - no lighting,Other,Wet or damp,1
2018,Serious,West Midlands,E12000005,51-60 mph,Daylight,Fine no high winds,Dry,152
2018,Serious,West Midlands,E12000005,51-60 mph,Daylight,Fine no high winds,Wet or damp,28
2018,Serious,West Midlands,E12000005,51-60 mph,Daylight,Fine no high winds,Frost or ice,1
2018,Serious,West Midlands,E12000005,51-60 mph,Daylight,Raining no high winds,Wet or damp,5
2018,Serious,West Midlands,E12000005,51-60 mph,Daylight,Snowing no high winds,Snow,1
2018,Serious,West Midlands,E12000005,51-60 mph,Daylight,Fine + high winds,Wet or damp,2
2018,Serious,West Midlands,E12000005,51-60 mph,Daylight,Snowing + high winds,Snow,1
2018,Serious,West Midlands,E12000005,51-60 mph,Darkness - lights lit,Fine no high winds,Dry,7
2018,Serious,West Midlands,E12000005,51-60 mph,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Serious,West Midlands,E12000005,51-60 mph,Darkness - lights lit,Raining no high winds,Wet or damp,3
2018,Serious,West Midlands,E12000005,51-60 mph,Darkness - lights unlit,Fine no high winds,Dry,1
2018,Serious,West Midlands,E12000005,51-60 mph,Darkness - no lighting,Unknown,Dry,1
2018,Serious,West Midlands,E12000005,51-60 mph,Darkness - no lighting,Fine no high winds,Dry,25
2018,Serious,West Midlands,E12000005,51-60 mph,Darkness - no lighting,Fine no high winds,Wet or damp,15
2018,Serious,West Midlands,E12000005,51-60 mph,Darkness - no lighting,Fine no high winds,Frost or ice,2
2018,Serious,West Midlands,E12000005,51-60 mph,Darkness - no lighting,Fine no high winds,Flood over 3cm. deep,1
2018,Serious,West Midlands,E12000005,51-60 mph,Darkness - no lighting,Raining no high winds,Wet or damp,6
2018,Serious,West Midlands,E12000005,51-60 mph,Darkness - no lighting,Fine + high winds,Dry,1
2018,Serious,West Midlands,E12000005,51-60 mph,Darkness - no lighting,Raining + high winds,Wet or damp,1
2018,Serious,West Midlands,E12000005,51-60 mph,Darkness - no lighting,Fog or mist,Dry,1
2018,Serious,West Midlands,E12000005,51-60 mph,Darkness - no lighting,Fog or mist,Wet or damp,1
2018,Serious,West Midlands,E12000005,61-70 mph,Daylight,Fine no high winds,Dry,16
2018,Serious,West Midlands,E12000005,61-70 mph,Daylight,Fine no high winds,Wet or damp,1
2018,Serious,West Midlands,E12000005,61-70 mph,Daylight,Fine + high winds,Wet or damp,1
