Accident year,Accident severity,Region,Ons code,Speed limit,Light condition,Weather condition,Road surface,Accidents
2018,Fatal,North East,E12000001,1-20 mph,Daylight,Fine no high winds,Dry,1
2018,Fatal,North East,E12000001,21-30 mph,Daylight,Fine no high winds,Dry,8
2018,Fatal,North East,E12000001,21-30 mph,Daylight,Fine no high winds,Wet or damp,2
2018,Fatal,North East,E12000001,21-30 mph,Daylight,Raining no high winds,Wet or damp,1
2018,Fatal,North East,E12000001,21-30 mph,Daylight,Fine + high winds,Dry,1
2018,Fatal,North East,E12000001,21-30 mph,Darkness - lights lit,Fine no high winds,Dry,5
2018,Fatal,North East,E12000001,21-30 mph,Darkness - lights lit,Fine no high winds,Wet or damp,5
2018,Fatal,North East,E12000001,21-30 mph,Darkness - lights lit,Raining no high winds,Wet or damp,1
2018,Fatal,North East,E12000001,21-30 mph,Darkness - lighting unknown,Fine no high winds,Frost or ice,1
2018,Fatal,North East,E12000001,31-40 mph,Daylight,Fine no high winds,Dry,1
2018,Fatal,North East,E12000001,31-40 mph,Darkness - lights lit,Fine no high winds,Dry,2
2018,Fatal,North East,E12000001,41-50 mph,Daylight,Fine no high winds,Dry,1
2018,Fatal,North East,E12000001,51-60 mph,Daylight,Fine no high winds,Dry,7
2018,Fatal,North East,E12000001,51-60 mph,Daylight,Fine no high winds,Wet or damp,1
2018,Fatal,North East,E12000001,51-60 mph,Daylight,Raining no high winds,Wet or damp,1
2018,Fatal,North East,E12000001,51-60 mph,Darkness - no lighting,Fine no high winds,Dry,5
2018,Fatal,North East,E12000001,51-60 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,North East,E12000001,51-60 mph,Darkness - no lighting,Raining no high winds,Wet or damp,1
2018,Fatal,North East,E12000001,61-70 mph,Daylight,Fine no high winds,Dry,2
2018,Fatal,North East,E12000001,61-70 mph,Daylight,Snowing no high winds,Wet or damp,1
2018,Fatal,North East,E12000001,61-70 mph,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Fatal,North East,E12000001,61-70 mph,Darkness - no lighting,Fine no high winds,Dry,2
2018,Fatal,North West,E12000002,1-20 mph,Daylight,Fine no high winds,Dry,8
2018,Fatal,North West,E12000002,1-20 mph,Daylight,Raining no high winds,Wet or damp,1
2018,Fatal,North West,E12000002,1-20 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,North West,E12000002,21-30 mph,Daylight,Fine no high winds,Dry,36
2018,Fatal,North West,E12000002,21-30 mph,Daylight,Fine no high winds,Wet or damp,5
2018,Fatal,North West,E12000002,21-30 mph,Daylight,Raining no high winds,Wet or damp,6
2018,Fatal,North West,E12000002,21-30 mph,Darkness - lights lit,Fine no high winds,Dry,16
2018,Fatal,North West,E12000002,21-30 mph,Darkness - lights lit,Fine no high winds,Wet or damp,7
2018,Fatal,North West,E12000002,21-30 mph,Darkness - lights lit,Raining no high winds,Wet or damp,5
2018,Fatal,North West,E12000002,21-30 mph,Darkness - lights lit,Snowing no high winds,Dry,1
2018,Fatal,North West,E12000002,21-30 mph,Darkness - lights lit,Fine + high winds,Dry,1
2018,Fatal,North West,E12000002,21-30 mph,Darkness - lights lit,Raining + high winds,Wet or damp,3
2018,Fatal,North West,E12000002,21-30 mph,Darkness - lights lit,Fog or mist,Dry,1
2018,Fatal,North West,E12000002,21-30 mph,Darkness - lights lit,Other,Wet or damp,1
2018,Fatal,North West,E12000002,21-30 mph,Darkness - lights unlit,Fine no high winds,Dry,1
2018,Fatal,North West,E12000002,21-30 mph,Darkness - no lighting,Fine no high winds,Dry,1
2018,Fatal,North West,E12000002,21-30 mph,Darkness - lighting unknown,Fine no high winds,Dry,2
2018,Fatal,North West,E12000002,31-40 mph,Daylight,Fine no high winds,Dry,11
2018,Fatal,North West,E12000002,31-40 mph,Daylight,Fine no high winds,Wet or damp,3
2018,Fatal,North West,E12000002,31-40 mph,Darkness - lights lit,Unknown,Wet or damp,1
2018,Fatal,North West,E12000002,31-40 mph,Darkness - lights lit,Fine no high winds,Dry,3
2018,Fatal,North West,E12000002,31-40 mph,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Fatal,North West,E12000002,31-40 mph,Darkness - lights unlit,Raining no high winds,Flood over 3cm. deep,1
2018,Fatal,North West,E12000002,41-50 mph,Daylight,Unknown,Dry,1
2018,Fatal,North West,E12000002,41-50 mph,Daylight,Fine no high winds,Dry,4
2018,Fatal,North West,E12000002,41-50 mph,Daylight,Fine + high winds,Dry,1
2018,Fatal,North West,E12000002,41-50 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,North West,E12000002,41-50 mph,Darkness - lights lit,Raining no high winds,Wet or damp,1
2018,Fatal,North West,E12000002,41-50 mph,Darkness - no lighting,Fine no high winds,Dry,1
2018,Fatal,North West,E12000002,41-50 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,North West,E12000002,41-50 mph,Darkness - no lighting,Fine + high winds,Wet or damp,1
2018,Fatal,North West,E12000002,51-60 mph,Daylight,Unknown,Dry,3
2018,Fatal,North West,E12000002,51-60 mph,Daylight,Fine no high winds,Dry,19
2018,Fatal,North West,E12000002,51-60 mph,Daylight,Fine no high winds,Wet or damp,2
2018,Fatal,North West,E12000002,51-60 mph,Darkness - lights lit,Unknown,Dry,1
2018,Fatal,North West,E12000002,51-60 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,North West,E12000002,51-60 mph,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Fatal,North West,E12000002,51-60 mph,Darkness - lights lit,Other,Wet or damp,1
2018,Fatal,North West,E12000002,51-60 mph,Darkness - no lighting,Unknown,Dry,3
2018,Fatal,North West,E12000002,51-60 mph,Darkness - no lighting,Fine no high winds,Dry,3
2018,Fatal,North West,E12000002,51-60 mph,Darkness - no lighting,Fine no high winds,Wet or damp,2
2018,Fatal,North West,E12000002,51-60 mph,Darkness - no lighting,Fine no high winds,Frost or ice,1
2018,Fatal,North West,E12000002,61-70 mph,Daylight,Unknown,Dry,1
2018,Fatal,North West,E12000002,61-70 mph,Daylight,Fine no high winds,Dry,2
2018,Fatal,North West,E12000002,61-70 mph,Darkness - lights unlit,Raining no high winds,Wet or damp,1
2018,Fatal,North West,E12000002,61-70 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,North West,E12000002,Motorway,Daylight,Fine no high winds,Dry,4
2018,Fatal,North West,E12000002,Motorway,Daylight,Other,Frost or ice,1
2018,Fatal,North West,E12000002,Motorway,Darkness - lights lit,Fine no high winds,Dry,3
2018,Fatal,North West,E12000002,Motorway,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Fatal,North West,E12000002,Motorway,Darkness - lights unlit,Fine no high winds,Dry,1
2018,Fatal,North West,E12000002,Motorway,Darkness - no lighting,Fine no high winds,Dry,3
2018,Fatal,North West,E12000002,Motorway,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,North West,E12000002,Motorway,Darkness - lighting unknown,Fog or mist,Dry,1
2018,Fatal,Yorkshire and the Humber,E12000003,1-20 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Fine no high winds,Dry,31
2018,Fatal,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Fine no high winds,Wet or damp,5
2018,Fatal,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Raining no high winds,Wet or damp,2
2018,Fatal,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Snowing no high winds,Wet or damp,1
2018,Fatal,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Snowing no high winds,Snow,1
2018,Fatal,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Fine + high winds,Dry,2
2018,Fatal,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Fine + high winds,Wet or damp,1
2018,Fatal,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Fine no high winds,Dry,12
2018,Fatal,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Fine no high winds,Wet or damp,3
2018,Fatal,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Raining no high winds,Wet or damp,5
2018,Fatal,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Fine + high winds,Wet or damp,1
2018,Fatal,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Raining + high winds,Wet or damp,2
2018,Fatal,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Other,Frost or ice,1
2018,Fatal,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights unlit,Fine + high winds,Dry,1
2018,Fatal,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - no lighting,Fine no high winds,Dry,1
2018,Fatal,Yorkshire and the Humber,E12000003,31-40 mph,Daylight,Fine no high winds,Dry,5
2018,Fatal,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Fine no high winds,Dry,7
2018,Fatal,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Fine no high winds,Wet or damp,3
2018,Fatal,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Raining + high winds,Wet or damp,2
2018,Fatal,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Fog or mist,Wet or damp,1
2018,Fatal,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Other,Wet or damp,1
2018,Fatal,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - no lighting,Fine no high winds,Wet or damp,2
2018,Fatal,Yorkshire and the Humber,E12000003,41-50 mph,Daylight,Fine no high winds,Dry,4
2018,Fatal,Yorkshire and the Humber,E12000003,41-50 mph,Daylight,Fog or mist,Wet or damp,1
2018,Fatal,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - lights lit,Fine no high winds,Dry,2
2018,Fatal,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - lights lit,Raining no high winds,Wet or damp,1
2018,Fatal,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - lights unlit,Fine no high winds,Dry,1
2018,Fatal,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - no lighting,Fine no high winds,Dry,1
2018,Fatal,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - lighting unknown,Fine no high winds,Wet or damp,1
2018,Fatal,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Fine no high winds,Dry,30
2018,Fatal,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Fine no high winds,Wet or damp,1
2018,Fatal,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Raining no high winds,Wet or damp,2
2018,Fatal,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Raining + high winds,Frost or ice,1
2018,Fatal,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Fog or mist,Wet or damp,1
2018,Fatal,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - lights lit,Fine no high winds,Dry,2
2018,Fatal,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Fatal,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - lights unlit,Fine no high winds,Dry,1
2018,Fatal,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Fine no high winds,Dry,8
2018,Fatal,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Fog or mist,Wet or damp,1
2018,Fatal,Yorkshire and the Humber,E12000003,61-70 mph,Daylight,Fine no high winds,Dry,3
2018,Fatal,Yorkshire and the Humber,E12000003,61-70 mph,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Fatal,Yorkshire and the Humber,E12000003,Motorway,Daylight,Fine no high winds,Dry,3
2018,Fatal,Yorkshire and the Humber,E12000003,Motorway,Daylight,Fine no high winds,Wet or damp,1
2018,Fatal,Yorkshire and the Humber,E12000003,Motorway,Daylight,Raining no high winds,Wet or damp,1
2018,Fatal,Yorkshire and the Humber,E12000003,Motorway,Darkness - lights lit,Raining no high winds,Wet or damp,1
2018,Fatal,Yorkshire and the Humber,E12000003,Motorway,Darkness - no lighting,Fine no high winds,Dry,3
2018,Fatal,Yorkshire and the Humber,E12000003,Motorway,Darkness - no lighting,Raining no high winds,Wet or damp,1
2018,Fatal,East Midlands,E12000004,21-30 mph,Daylight,Unknown,Dry,1
2018,Fatal,East Midlands,E12000004,21-30 mph,Daylight,Fine no high winds,Dry,15
2018,Fatal,East Midlands,E12000004,21-30 mph,Daylight,Fine no high winds,Wet or damp,3
2018,Fatal,East Midlands,E12000004,21-30 mph,Daylight,Fine no high winds,Frost or ice,1
2018,Fatal,East Midlands,E12000004,21-30 mph,Daylight,Raining no high winds,Wet or damp,2
2018,Fatal,East Midlands,E12000004,21-30 mph,Daylight,Raining + high winds,Wet or damp,1
2018,Fatal,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Fine no high winds,Dry,11
2018,Fatal,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Fine no high winds,Wet or damp,3
2018,Fatal,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Raining no high winds,Wet or damp,3
2018,Fatal,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Raining + high winds,Wet or damp,1
2018,Fatal,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Fog or mist,Wet or damp,1
2018,Fatal,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Other,Wet or damp,1
2018,Fatal,East Midlands,E12000004,21-30 mph,Darkness - no lighting,Fine no high winds,Dry,1
2018,Fatal,East Midlands,E12000004,21-30 mph,Darkness - no lighting,Raining no high winds,Wet or damp,1
2018,Fatal,East Midlands,E12000004,31-40 mph,Daylight,Unknown,Dry,1
2018,Fatal,East Midlands,E12000004,31-40 mph,Daylight,Fine no high winds,Dry,7
2018,Fatal,East Midlands,E12000004,31-40 mph,Daylight,Raining no high winds,Wet or damp,1
2018,Fatal,East Midlands,E12000004,31-40 mph,Darkness - lights lit,Fine no high winds,Dry,3
2018,Fatal,East Midlands,E12000004,31-40 mph,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Fatal,East Midlands,E12000004,31-40 mph,Darkness - lights lit,Raining no high winds,Wet or damp,1
2018,Fatal,East Midlands,E12000004,31-40 mph,Darkness - lights lit,Fine + high winds,Dry,1
2018,Fatal,East Midlands,E12000004,31-40 mph,Darkness - lights lit,Other,Wet or damp,1
2018,Fatal,East Midlands,E12000004,31-40 mph,Darkness - no lighting,Fine no high winds,Dry,2
2018,Fatal,East Midlands,E12000004,41-50 mph,Daylight,Fine no high winds,Dry,7
2018,Fatal,East Midlands,E12000004,41-50 mph,Daylight,Raining no high winds,Wet or damp,3
2018,Fatal,East Midlands,E12000004,41-50 mph,Daylight,Fine + high winds,Dry,2
2018,Fatal,East Midlands,E12000004,41-50 mph,Darkness - lights lit,Fine no high winds,Dry,6
2018,Fatal,East Midlands,E12000004,41-50 mph,Darkness - lights unlit,Fine no high winds,Dry,1
2018,Fatal,East Midlands,E12000004,41-50 mph,Darkness - no lighting,Fine no high winds,Dry,2
2018,Fatal,East Midlands,E12000004,41-50 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,East Midlands,E12000004,41-50 mph,Darkness - no lighting,Raining no high winds,Wet or damp,1
2018,Fatal,East Midlands,E12000004,51-60 mph,Daylight,Fine no high winds,Dry,30
2018,Fatal,East Midlands,E12000004,51-60 mph,Daylight,Fine no high winds,Wet or damp,5
2018,Fatal,East Midlands,E12000004,51-60 mph,Daylight,Fine no high winds,Frost or ice,1
2018,Fatal,East Midlands,E12000004,51-60 mph,Daylight,Raining no high winds,Dry,1
2018,Fatal,East Midlands,E12000004,51-60 mph,Daylight,Raining no high winds,Wet or damp,2
2018,Fatal,East Midlands,E12000004,51-60 mph,Daylight,Fine + high winds,Dry,1
2018,Fatal,East Midlands,E12000004,51-60 mph,Daylight,Other,Wet or damp,1
2018,Fatal,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Unknown,Dry,1
2018,Fatal,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Fine no high winds,Dry,9
2018,Fatal,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Fine no high winds,Wet or damp,2
2018,Fatal,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Raining no high winds,Wet or damp,4
2018,Fatal,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Snowing no high winds,Snow,1
2018,Fatal,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Fine + high winds,Dry,2
2018,Fatal,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Fine + high winds,Wet or damp,1
2018,Fatal,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Raining + high winds,Wet or damp,1
2018,Fatal,East Midlands,E12000004,51-60 mph,Darkness - no lighting,Fog or mist,Wet or damp,2
2018,Fatal,East Midlands,E12000004,51-60 mph,Darkness - lighting unknown,Fine no high winds,Dry,1
2018,Fatal,East Midlands,E12000004,51-60 mph,Darkness - lighting unknown,Other,Wet or damp,1
2018,Fatal,East Midlands,E12000004,61-70 mph,Daylight,Fine no high winds,Dry,7
2018,Fatal,East Midlands,E12000004,61-70 mph,Darkness - lights lit,Fog or mist,Wet or damp,1
2018,Fatal,East Midlands,E12000004,61-70 mph,Darkness - no lighting,Fine no high winds,Dry,7
2018,Fatal,East Midlands,E12000004,61-70 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,East Midlands,E12000004,61-70 mph,Darkness - no lighting,Raining no high winds,Wet or damp,2
2018,Fatal,East Midlands,E12000004,61-70 mph,Darkness - no lighting,Snowing no high winds,Wet or damp,1
2018,Fatal,East Midlands,E12000004,Motorway,Daylight,Fine no high winds,Dry,1
2018,Fatal,East Midlands,E12000004,Motorway,Daylight,Raining + high winds,Wet or damp,1
2018,Fatal,East Midlands,E12000004,Motorway,Darkness - lights lit,Fine no high winds,Dry,2
2018,Fatal,East Midlands,E12000004,Motorway,Darkness - lights unlit,Fine no high winds,Dry,1
2018,Fatal,East Midlands,E12000004,Motorway,Darkness - lights unlit,Other,Wet or damp,1
2018,Fatal,East Midlands,E12000004,Motorway,Darkness - no lighting,Fine no high winds,Dry,1
2018,Fatal,East Midlands,E12000004,Motorway,Darkness - lighting unknown,Fine no high winds,Dry,1
2018,Fatal,West Midlands,E12000005,1-20 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,West Midlands,E12000005,21-30 mph,Daylight,Unknown,Dry,1
2018,Fatal,West Midlands,E12000005,21-30 mph,Daylight,Fine no high winds,Dry,23
2018,Fatal,West Midlands,E12000005,21-30 mph,Daylight,Fine no high winds,Wet or damp,1
2018,Fatal,West Midlands,E12000005,21-30 mph,Daylight,Raining no high winds,Wet or damp,2
2018,Fatal,West Midlands,E12000005,21-30 mph,Daylight,Fine + high winds,Dry,1
2018,Fatal,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Unknown,Dry,1
2018,Fatal,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Fine no high winds,Dry,25
2018,Fatal,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Fine no high winds,Wet or damp,8
2018,Fatal,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Raining no high winds,Wet or damp,4
2018,Fatal,West Midlands,E12000005,21-30 mph,Darkness - lights lit,Fog or mist,Wet or damp,1
2018,Fatal,West Midlands,E12000005,31-40 mph,Daylight,Fine no high winds,Dry,6
2018,Fatal,West Midlands,E12000005,31-40 mph,Daylight,Fine no high winds,Wet or damp,1
2018,Fatal,West Midlands,E12000005,31-40 mph,Darkness - lights lit,Fine no high winds,Dry,4
2018,Fatal,West Midlands,E12000005,31-40 mph,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Fatal,West Midlands,E12000005,31-40 mph,Darkness - lights lit,Raining + high winds,Wet or damp,1
2018,Fatal,West Midlands,E12000005,31-40 mph,Darkness - no lighting,Fine no high winds,Dry,1
2018,Fatal,West Midlands,E12000005,31-40 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,West Midlands,E12000005,41-50 mph,Daylight,Fine no high winds,Dry,9
2018,Fatal,West Midlands,E12000005,41-50 mph,Daylight,Fine no high winds,Wet or damp,1
2018,Fatal,West Midlands,E12000005,41-50 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,West Midlands,E12000005,41-50 mph,Darkness - no lighting,Fine no high winds,Dry,2
2018,Fatal,West Midlands,E12000005,41-50 mph,Darkness - no lighting,Raining no high winds,Wet or damp,1
2018,Fatal,West Midlands,E12000005,51-60 mph,Daylight,Fine no high winds,Dry,25
2018,Fatal,West Midlands,E12000005,51-60 mph,Daylight,Fine no high winds,Wet or damp,4
2018,Fatal,West Midlands,E12000005,51-60 mph,Daylight,Raining no high winds,Wet or damp,2
2018,Fatal,West Midlands,E12000005,51-60 mph,Daylight,Fine + high winds,Wet or damp,1
2018,Fatal,West Midlands,E12000005,51-60 mph,Darkness - no lighting,Fine no high winds,Dry,10
2018,Fatal,West Midlands,E12000005,51-60 mph,Darkness - no lighting,Fine no high winds,Wet or damp,7
2018,Fatal,West Midlands,E12000005,51-60 mph,Darkness - no lighting,Fine no high winds,Frost or ice,1
2018,Fatal,West Midlands,E12000005,51-60 mph,Darkness - lighting unknown,Fine no high winds,Dry,1
2018,Fatal,West Midlands,E12000005,61-70 mph,Daylight,Fine no high winds,Dry,1
2018,Fatal,West Midlands,E12000005,61-70 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,West Midlands,E12000005,61-70 mph,Darkness - lights lit,Snowing + high winds,Snow,1
2018,Fatal,West Midlands,E12000005,61-70 mph,Darkness - no lighting,Fine no high winds,Dry,1
2018,Fatal,West Midlands,E12000005,61-70 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,West Midlands,E12000005,Motorway,Daylight,Fine no high winds,Dry,3
2018,Fatal,West Midlands,E12000005,Motorway,Daylight,Raining + high winds,Wet or damp,1
2018,Fatal,West Midlands,E12000005,Motorway,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,West Midlands,E12000005,Motorway,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Fatal,West Midlands,E12000005,Motorway,Darkness - lights unlit,Raining no high winds,Wet or damp,1
2018,Fatal,West Midlands,E12000005,Motorway,Darkness - no lighting,Fine no high winds,Dry,4
2018,Fatal,West Midlands,E12000005,Motorway,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,West Midlands,E12000005,Motorway,Darkness - no lighting,Raining no high winds,Wet or damp,1
2018,Fatal,West Midlands,E12000005,Motorway,Darkness - no lighting,Fine + high winds,Dry,1
2018,Fatal,East of England,E12000006,1-20 mph,Daylight,Raining no high winds,Wet or damp,1
2018,Fatal,East of England,E12000006,1-20 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,East of England,E12000006,1-20 mph,Darkness - lights lit,Raining no high winds,Wet or damp,1
2018,Fatal,East of England,E12000006,21-30 mph,Daylight,Fine no high winds,Dry,18
2018,Fatal,East of England,E12000006,21-30 mph,Daylight,Fine no high winds,Wet or damp,3
2018,Fatal,East of England,E12000006,21-30 mph,Daylight,Raining no high winds,Wet or damp,1
2018,Fatal,East of England,E12000006,21-30 mph,Daylight,Snowing no high winds,Wet or damp,1
2018,Fatal,East of England,E12000006,21-30 mph,Daylight,Fog or mist,Dry,1
2018,Fatal,East of England,E12000006,21-30 mph,Darkness - lights lit,Fine no high winds,Dry,3
2018,Fatal,East of England,E12000006,21-30 mph,Darkness - lights lit,Fine no high winds,Wet or damp,5
2018,Fatal,East of England,E12000006,21-30 mph,Darkness - lights lit,Raining no high winds,Wet or damp,1
2018,Fatal,East of England,E12000006,21-30 mph,Darkness - lights lit,Snowing no high winds,Wet or damp,1
2018,Fatal,East of England,E12000006,21-30 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,East of England,E12000006,21-30 mph,Darkness - lighting unknown,Fine no high winds,Dry,1
2018,Fatal,East of England,E12000006,31-40 mph,Daylight,Fine no high winds,Dry,11
2018,Fatal,East of England,E12000006,31-40 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,East of England,E12000006,31-40 mph,Darkness - lights lit,Fine no high winds,Wet or damp,2
2018,Fatal,East of England,E12000006,31-40 mph,Darkness - lights lit,Raining no high winds,Wet or damp,1
2018,Fatal,East of England,E12000006,31-40 mph,Darkness - no lighting,Fine no high winds,Dry,2
2018,Fatal,East of England,E12000006,31-40 mph,Darkness - no lighting,Raining no high winds,Wet or damp,1
2018,Fatal,East of England,E12000006,41-50 mph,Daylight,Fine no high winds,Dry,5
2018,Fatal,East of England,E12000006,41-50 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,East of England,E12000006,41-50 mph,Darkness - lights unlit,Fine no high winds,Wet or damp,1
2018,Fatal,East of England,E12000006,41-50 mph,Darkness - no lighting,Fine no high winds,Dry,3
2018,Fatal,East of England,E12000006,41-50 mph,Darkness - lighting unknown,Fine no high winds,Dry,1
2018,Fatal,East of England,E12000006,51-60 mph,Daylight,Fine no high winds,Dry,29
2018,Fatal,East of England,E12000006,51-60 mph,Daylight,Fine no high winds,Wet or damp,6
2018,Fatal,East of England,E12000006,51-60 mph,Daylight,Raining no high winds,Wet or damp,6
2018,Fatal,East of England,E12000006,51-60 mph,Daylight,Snowing no high winds,Wet or damp,1
2018,Fatal,East of England,E12000006,51-60 mph,Daylight,Fog or mist,Dry,1
2018,Fatal,East of England,E12000006,51-60 mph,Daylight,Other,Dry,1
2018,Fatal,East of England,E12000006,51-60 mph,Daylight,Other,Wet or damp,1
2018,Fatal,East of England,E12000006,51-60 mph,Darkness - no lighting,Fine no high winds,Dry,13
2018,Fatal,East of England,E12000006,51-60 mph,Darkness - no lighting,Fine no high winds,Wet or damp,3
2018,Fatal,East of England,E12000006,51-60 mph,Darkness - no lighting,Raining no high winds,Wet or damp,3
2018,Fatal,East of England,E12000006,51-60 mph,Darkness - no lighting,Fog or mist,Wet or damp,3
2018,Fatal,East of England,E12000006,51-60 mph,Darkness - no lighting,Other,Wet or damp,1
2018,Fatal,East of England,E12000006,51-60 mph,Darkness - lighting unknown,Fine no high winds,Dry,1
2018,Fatal,East of England,E12000006,61-70 mph,Daylight,Fine no high winds,Dry,8
2018,Fatal,East of England,E12000006,61-70 mph,Daylight,Fine no high winds,Wet or damp,1
2018,Fatal,East of England,E12000006,61-70 mph,Daylight,Raining no high winds,Wet or damp,1
2018,Fatal,East of England,E12000006,61-70 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,East of England,E12000006,61-70 mph,Darkness - no lighting,Fine no high winds,Dry,4
2018,Fatal,East of England,E12000006,61-70 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,East of England,E12000006,61-70 mph,Darkness - no lighting,Raining no high winds,Wet or damp,1
2018,Fatal,East of England,E12000006,61-70 mph,Darkness - lighting unknown,Fine no high winds,Dry,1
2018,Fatal,East of England,E12000006,Motorway,Daylight,Fine no high winds,Dry,3
2018,Fatal,East of England,E12000006,Motorway,Daylight,Fine no high winds,Wet or damp,1
2018,Fatal,East of England,E12000006,Motorway,Daylight,Raining no high winds,Wet or damp,1
2018,Fatal,East of England,E12000006,Motorway,Darkness - lights unlit,Fog or mist,Wet or damp,1
2018,Fatal,East of England,E12000006,Motorway,Darkness - no lighting,Fine no high winds,Dry,1
2018,Fatal,East of England,E12000006,Motorway,Darkness - no lighting,Snowing + high winds,Snow,1
